,treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,rain,temp,growth,prevmeasdbh,olddbh,oldBA,newdbh,newBA,mardbh,marba,near,age,azimuth,azadj
292,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,aug,NA,NA,NA,16.5,16.5,213.8244694,NA,NA,NA,NA,72.76,127,332,28
293,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,sep,4.736666667,82.17582418,0,16.5,16.5,213.8244694,16.5,213.8244694,0,0,72.76,127,332,28
294,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,oct,7.32,67.88372093,0,16.5,16.5,213.8244694,16.5,213.8244694,0,0,72.76,127,332,28
295,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,may,3.24,62.07142857,0,16.5,16.5,213.8244694,16.5,213.8244694,0,0,72.76,128,332,28
296,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,jun,3.08,81.83783784,0,16.5,16.5,213.8244694,16.5,213.8244694,0,0,72.76,128,332,28
297,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,jul,2.74,87.13793103,1,16.5,16.5,213.8244694,17.5,240.5279844,1,26.703515,72.76,128,332,28
298,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,aug,6.49,86.26315789,1,17.5,17.5,240.5279844,18.5,268.8022944,1,28.27431,72.76,128,332,28
299,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,sep,2.3,80.92592593,0,18.5,18.5,268.8022944,18.5,268.8022944,0,0,72.76,128,332,28
300,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2016,oct,2.91,65.5625,0,18.5,18.5,268.8022944,18.5,268.8022944,0,0,72.76,128,332,28
301,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,may,3.87,67.66666667,0,18.5,18.5,268.8022944,18.5,268.8022944,0,0,72.76,129,332,28
302,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,jun,6,77.41666667,0,18.5,18.5,268.8022944,18.5,268.8022944,0,0,72.76,129,332,28
303,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,jul,7.98,83.5,4,18.5,18.5,268.8022944,22.5,397.6074844,4,128.80519,72.76,129,332,28
304,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,aug,8.43,79.44444444,0,22.5,22.5,397.6074844,22.5,397.6074844,0,0,72.76,129,332,28
305,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,sep,3.32,76.06896552,0,22.5,22.5,397.6074844,22.5,397.6074844,0,0,72.76,129,332,28
306,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,oct,5.57,68.52380952,1,22.5,22.5,397.6074844,23.5,433.7357694,1,36.128285,72.76,129,332,28
307,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,may,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA,38.22,40,360,0
308,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,jun,11.87,77.65625,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,40,360,0
309,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,jul,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA,38.22,40,360,0
310,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,aug,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA,38.22,40,360,0
311,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,sep,4.736666667,82.17582418,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,40,360,0
312,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,oct,7.32,67.88372093,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,40,360,0
313,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,may,3.24,62.07142857,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
314,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,jun,3.08,81.83783784,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
315,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,jul,2.74,87.13793103,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
316,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,aug,6.49,86.26315789,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
317,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,sep,2.3,80.92592593,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
318,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,oct,2.91,65.5625,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,41,360,0
319,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,may,3.87,67.66666667,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0,38.22,42,360,0
320,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,jun,6,77.41666667,1,4.5,4.5,15.90429938,5.5,23.75827438,1,7.853975,38.22,42,360,0
321,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,jul,7.98,83.5,1,5.5,5.5,23.75827438,6.5,33.18304438,1,9.42477,38.22,42,360,0
322,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,aug,8.43,79.44444444,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0,38.22,42,360,0
323,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,sep,3.32,76.06896552,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0,38.22,42,360,0
324,18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,oct,5.57,68.52380952,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0,38.22,42,360,0
325,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,may,NA,NA,NA,13.6,13.6,145.2671216,NA,NA,NA,NA,45.46,71.24413,360,0
326,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,jun,11.87,77.65625,0,13.6,13.6,145.2671216,13.6,145.2671216,0,0,45.46,71.24413,360,0
327,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,jul,NA,NA,NA,13.6,13.6,145.2671216,NA,NA,NA,NA,45.46,71.24413,360,0
328,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,aug,NA,NA,NA,13.6,13.6,145.2671216,NA,NA,NA,NA,45.46,71.24413,360,0
329,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,sep,NA,NA,NA,13.6,13.6,145.2671216,NA,NA,NA,NA,45.46,71.24413,360,0
330,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2015,oct,NA,NA,NA,13.6,13.6,145.2671216,NA,NA,NA,NA,45.46,71.24413,360,0
331,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,may,3.24,62.07142857,0,13.6,13.6,145.2671216,13.6,145.2671216,0,0,45.46,72.24413,360,0
332,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,jun,3.08,81.83783784,1,13.6,13.6,145.2671216,14.6,167.4153311,1,22.1482095,45.46,72.24413,360,0
333,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,jul,2.74,87.13793103,2,14.6,14.6,167.4153311,16.6,216.4241351,2,49.008804,45.46,72.24413,360,0
334,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,aug,6.49,86.26315789,1,16.6,16.6,216.4241351,17.6,243.2847296,1,26.8605945,45.46,72.24413,360,0
335,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,sep,2.3,80.92592593,0,17.6,17.6,243.2847296,17.6,243.2847296,0,0,45.46,72.24413,360,0
336,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2016,oct,2.91,65.5625,0,17.6,17.6,243.2847296,17.6,243.2847296,0,0,45.46,72.24413,360,0
337,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,may,3.87,67.66666667,2,17.6,17.6,243.2847296,19.6,301.7183036,2,58.433574,45.46,73.24413,360,0
338,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,jun,6,77.41666667,2,19.6,19.6,301.7183036,21.6,366.4350576,2,64.716754,45.46,73.24413,360,0
339,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,jul,7.98,83.5,1.5,21.6,21.6,366.4350576,23.1,419.09596,1.5,52.66090237,45.46,73.24413,360,0
340,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,aug,8.43,79.44444444,1,23.1,23.1,419.09596,24.1,456.166722,1,37.070762,45.46,73.24413,360,0
341,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,sep,3.32,76.06896552,1,24.1,24.1,456.166722,25.1,494.808279,1,38.641557,45.46,73.24413,360,0
342,19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,oct,5.57,68.52380952,0.5,25.1,25.1,494.808279,25.6,514.7181056,0.5,19.90982663,45.46,73.24413,360,0
343,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,may,NA,NA,NA,8.2,8.2,52.8101279,NA,NA,NA,NA,61.63,56,318,42
344,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,jun,11.87,77.65625,7,8.2,8.2,52.8101279,15.2,181.4582384,7,128.6481105,61.63,56,318,42
345,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,jul,NA,NA,NA,15.2,15.2,181.4582384,NA,NA,NA,NA,61.63,56,318,42
346,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,aug,NA,NA,NA,15.2,15.2,181.4582384,NA,NA,NA,NA,61.63,56,318,42
347,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,sep,4.736666667,82.17582418,4.3333,15.2,23.8666,447.3738793,28.1999,624.5750783,4.3333,177.2011989,61.63,56,318,42
348,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,oct,7.32,67.88372093,3,19.5333,19.5333,299.668266,22.5333,398.7852734,3,99.11700742,61.63,56,318,42
349,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,may,3.24,62.07142857,9,22.5333,22.5333,398.7852734,31.5333,780.9592257,9,382.1739523,61.63,57,318,42
350,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,jun,3.08,81.83783784,11,31.5333,31.5333,780.9592257,42.5333,1420.848173,11,639.8889472,61.63,57,318,42
351,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,jul,2.74,87.13793103,8,42.5333,42.5333,1420.848173,50.5333,2005.602373,8,584.7541998,61.63,57,318,42
352,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,aug,6.49,86.26315789,13,50.5333,50.5333,2005.602373,63.5333,3170.241465,13,1164.639092,61.63,57,318,42
353,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,sep,2.3,80.92592593,6,63.5333,63.5333,3170.241465,69.5333,3797.302515,6,627.0610498,61.63,57,318,42
354,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,oct,2.91,65.5625,2,69.5333,69.5333,3797.302515,71.5333,4018.889225,2,221.5867099,61.63,57,318,42
355,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,may,3.87,67.66666667,16,71.5333,71.5333,4018.889225,87.5333,6017.777384,16,1998.88816,61.63,58,318,42
356,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,jun,6,77.41666667,17,87.5333,87.5333,6017.777384,104.5333,8582.204051,17,2564.426667,61.63,58,318,42
357,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,jul,7.98,83.5,12,104.5333,104.5333,8582.204051,116.5333,10665.70591,12,2083.50186,61.63,58,318,42
358,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,aug,8.43,79.44444444,15,116.5333,116.5333,10665.70591,131.5333,13588.16922,15,2922.463312,61.63,58,318,42
359,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,sep,3.32,76.06896552,7,131.5333,131.5333,13588.16922,138.5333,15072.93665,7,1484.767427,61.63,58,318,42
360,20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,oct,5.57,68.52380952,NA,138.5333,138.5333,15072.93665,NA,NA,NA,NA,61.63,58,318,42
361,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,may,NA,NA,NA,10.9,10.9,93.31307698,NA,NA,NA,NA,30.97,66.06128,340,20
362,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,jun,11.87,77.65625,3,10.9,10.9,93.31307698,13.9,151.746651,3,58.433574,30.97,66.06128,340,20
363,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,jul,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA,30.97,66.06128,340,20
364,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,aug,6,82.31,NA,13.9,13.9,151.746651,NA,NA,NA,NA,30.97,66.06128,340,20
365,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,sep,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA,30.97,66.06128,340,20
366,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,oct,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA,30.97,66.06128,340,20
367,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,may,3.24,62.07142857,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0,30.97,67.06128,340,20
368,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,jun,3.08,81.83783784,3,15.4,15.4,186.2648711,18.4,265.9041776,3,79.6393065,30.97,67.06128,340,20
369,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,jul,2.74,87.13793103,2,18.4,18.4,265.9041776,20.4,326.8510236,2,60.946846,30.97,67.06128,340,20
370,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,aug,6.49,86.26315789,1,20.4,20.4,326.8510236,21.4,359.6806391,1,32.8296155,30.97,67.06128,340,20
371,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,sep,2.3,80.92592593,0,21.4,21.4,359.6806391,21.4,359.6806391,0,0,30.97,67.06128,340,20
372,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,oct,2.91,65.5625,0,21.4,21.4,359.6806391,21.4,359.6806391,0,0,30.97,67.06128,340,20
373,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,may,3.87,67.66666667,1,21.4,21.4,359.6806391,22.4,394.0810496,1,34.4004105,30.97,68.06128,340,20
374,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,jun,6,77.41666667,6,22.4,22.4,394.0810496,28.4,633.4702076,6,239.389158,30.97,68.06128,340,20
375,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,jul,7.98,83.5,6,28.4,28.4,633.4702076,34.4,929.4079856,6,295.937778,30.97,68.06128,340,20
376,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,aug,8.43,79.44444444,0,34.4,34.4,929.4079856,34.4,929.4079856,0,0,30.97,68.06128,340,20
377,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,sep,3.32,76.06896552,0,34.4,34.4,929.4079856,34.4,929.4079856,0,0,30.97,68.06128,340,20
378,21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,oct,5.57,68.52380952,0.5,34.4,34.4,929.4079856,34.9,956.622009,0.5,27.21402338,30.97,68.06128,340,20
379,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,may,NA,NA,NA,11.9,11.9,111.22014,NA,NA,NA,NA,15.08,47,338,22
380,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,jun,11.87,77.65625,2,11.9,11.9,111.22014,13.9,151.746651,2,40.526511,15.08,47,338,22
381,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,jul,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA,15.08,47,338,22
382,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,aug,6,82.31,1.5,13.9,15.4,186.2648711,16.9,224.31738,1.5,38.05250887,15.08,47,338,22
383,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,sep,NA,NA,NA,15.4,15.4,186.2648711,NA,NA,NA,NA,15.08,47,338,22
384,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,oct,4.765,72.72727273,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0,15.08,47,338,22
385,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,may,3.24,62.07142857,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0,15.08,48,338,22
386,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,jun,3.08,81.83783784,3,15.4,15.4,186.2648711,18.4,265.9041776,3,79.6393065,15.08,48,338,22
387,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,jul,2.74,87.13793103,1,18.4,18.4,265.9041776,19.4,295.5922031,1,29.6880255,15.08,48,338,22
388,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,aug,6.49,86.26315789,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,48,338,22
389,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,sep,2.3,80.92592593,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,48,338,22
390,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,oct,2.91,65.5625,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,48,338,22
391,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,may,3.87,67.66666667,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,49,338,22
392,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,jun,NA,NA,NA,19.4,19.4,295.5922031,NA,NA,NA,NA,15.08,49,338,22
393,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,jul,7.98,83.5,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,49,338,22
394,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,aug,8.43,79.44444444,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,49,338,22
395,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,sep,3.32,76.06896552,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,49,338,22
396,22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,oct,5.57,68.52380952,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0,15.08,49,338,22
397,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,may,NA,NA,NA,13.5,13.5,143.1386944,NA,NA,NA,NA,6.14,47,167,167
398,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,jun,NA,NA,NA,13.5,13.5,143.1386944,NA,NA,NA,NA,6.14,47,167,167
399,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,jul,8.85,78.09,5,13.5,18.5,268.8022944,23.5,433.7357694,5,164.933475,6.14,47,167,167
400,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,aug,4.33,83.57575758,7,18.5,18.5,268.8022944,25.5,510.7047244,7,241.90243,6.14,47,167,167
401,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,sep,NA,NA,NA,25.5,25.5,510.7047244,NA,NA,NA,NA,6.14,47,167,167
402,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2015,oct,6.27,74.6375,1.5,25.5,27,572.5547775,28.5,637.9391194,1.5,65.38434188,6.14,47,167,167
403,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,may,3.24,62.07142857,0,27,27,572.5547775,27,572.5547775,0,0,6.14,48,167,167
404,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,jun,3.08,81.83783784,6,27,27,572.5547775,33,855.2978775,6,282.7431,6.14,48,167,167
405,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,jul,2.74,87.13793103,3.5,33,33,855.2978775,36.5,1046.345819,3.5,191.0479419,6.14,48,167,167
406,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,aug,NA,NA,NA,36.5,36.5,1046.345819,NA,NA,NA,NA,6.14,48,167,167
407,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,sep,2.3,80.92592593,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0,6.14,48,167,167
408,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2016,oct,2.91,65.5625,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0,6.14,48,167,167
409,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,may,3.87,67.66666667,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0,6.14,49,167,167
410,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,jun,6,77.39473684,4,36.5,36.5,1046.345819,40.5,1288.248249,4,241.90243,6.14,49,167,167
411,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,jul,7.9,84,5,40.5,40.5,1288.248249,45.5,1625.969174,5,337.720925,6.14,49,167,167
412,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,aug,8.43,79.35135135,3,45.5,45.5,1625.969174,48.5,1847.451269,3,221.482095,6.14,49,167,167
413,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,sep,3.07,76.53571429,0,48.5,48.5,1847.451269,48.5,1847.451269,0,0,6.14,49,167,167
414,23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,oct,5.06,69.20512821,0,48.5,48.5,1847.451269,48.5,1847.451269,0,0,6.14,49,167,167
415,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,may,NA,NA,NA,10.3,10.3,83.32282078,NA,NA,NA,NA,45.48,56,171,171
416,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,jun,NA,NA,NA,10.3,10.3,83.32282078,NA,NA,NA,NA,45.48,56,171,171
417,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,jul,8.85,78.09,2,10.3,12.3,118.8227878,14.3,160.6059348,2,41.783147,45.48,56,171,171
418,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,aug,4.33,83.57575758,3,12.3,12.3,118.8227878,15.3,183.8537008,3,65.030913,45.48,56,171,171
419,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,sep,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA,45.48,56,171,171
420,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2015,oct,6.27,74.6375,0.5,15.3,15.8,196.0666319,16.3,208.6722618,0.5,12.60562988,45.48,56,171,171
421,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,may,3.24,62.07142857,0,15.8,15.8,196.0666319,15.8,196.0666319,0,0,45.48,57,171,171
422,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,jun,3.08,81.83783784,5,15.8,15.8,196.0666319,20.8,339.7943744,5,143.7277425,45.48,57,171,171
423,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,jul,2.74,87.13793103,2,20.8,20.8,339.7943744,22.8,408.2810364,2,68.486662,45.48,57,171,171
424,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,aug,6.49,86.26315789,1,22.8,22.8,408.2810364,23.8,444.8805599,1,36.5995235,45.48,57,171,171
425,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,sep,2.3,80.92592593,0,23.8,23.8,444.8805599,23.8,444.8805599,0,0,45.48,57,171,171
426,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2016,oct,2.91,65.5625,1,23.8,23.8,444.8805599,24.8,483.0508784,1,38.1703185,45.48,57,171,171
427,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,may,3.87,67.66666667,1,24.8,24.8,483.0508784,25.8,522.7919919,1,39.7411135,45.48,58,171,171
428,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,jun,6,77.39473684,4,25.8,25.8,522.7919919,29.8,697.4643959,4,174.672404,45.48,58,171,171
429,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,jul,7.9,84,3,29.8,29.8,697.4643959,32.8,844.9620464,3,147.4976505,45.48,58,171,171
430,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,aug,8.43,79.35135135,2,32.8,32.8,844.9620464,34.8,951.1477884,2,106.185742,45.48,58,171,171
431,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,sep,3.07,76.53571429,0,34.8,34.8,951.1477884,34.8,951.1477884,0,0,45.48,58,171,171
432,24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,oct,5.06,69.20512821,0.5,34.8,34.8,951.1477884,35.3,978.6759708,0.5,27.52818238,45.48,58,171,171
433,25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2015,may,NA,NA,NA,10.8,10.8,91.6087644,NA,NA,NA,NA,121.49,59,330,30
434,25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2015,jun,NA,NA,NA,10.8,10.8,91.6087644,NA,NA,NA,NA,121.49,59,330,30
435,25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2015,jul,NA,NA,NA,10.8,10.8,91.6087644,NA,NA,NA,NA,121.49,59,330,30
436,25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2015,aug,NA,NA,NA,10.8,10.8,91.6087644,NA,NA,NA,NA,121.49,59,330,30
